id,product_name,vm_number,active_substances,target_species,distribution_category,pharmaceutical_form,therapeutic_group,antibiotic_active_ingredient_unit,antibiotic_active_ingredient_mg_unit,antibiotic_class,antibiotic_route_of_administration,hp_cia
610,Permacyl 236.3 mg/ml Powder and Solvent for Suspension for Injection for Cattle,33229/4005,"Penethamate Hydriodide, micronised",,POM-V,Powder and solvent for suspension for injection,Antimicrobial,ml,141.8,Penicillins,Injection,
250,"Cyclosol LA, 200 mg/ml Solution for Injection",16849/4000,Oxytetracycline,,POM-V,Solution for injection,Antimicrobial,ml,200,Tetracyclines,Injection,
314,"Sedaxylan 20 mg/ml Solution for Injection for Dogs, Cats, Horses and Cattle",16849/4001,Xylazine,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
977,Procactive 300 mg/ml Suspension for Injection for Cattle and Pigs,31592/5001,Procaine Benzylpenicillin,,POM-V,Suspension for injection,Antimicrobial,ml,171,Penicillins,Injection,
404,"Release 300 mg/ml, Solution for Injection",32829/4000,Pentobarbital Sodium,,POM-V,Solution for injection,Neurological Agent euthanasia agent,,,,,
409,"Coliplus 2,000,000 IU/ml Concentrate for Oral Solution for Use in Drinking Water for Cattle, Sheep, Pigs and Chickens",33229/4000,Colistin Sulphate,,POM-V,Concentrate for oral solution,Antimicrobial,ml,100,Polymyxins,Oral Solution,
611,Penethaone 236.3 mg/ml Powder and Solvent for Suspension for Injection for Cattle,33229/4004,"Penethamate Hydriodide, micronised",,POM-V,Powder and solvent for suspension for injection,Antimicrobial,ml,141.8,Penicillins,Injection,
264,Zermex 0.1% w/v Oral Solution for Sheep,42058/4169,Moxidectin,,POM-VPS,Oral solution,Endectocide,,,,,
269,Zermex 0.5% w/v Pour-on Solution for Cattle,42058/4170,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
1083,"Rifen 100 mg/ml Solution for Injection for Horses, Cattle and Pigs",57446/3000,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
515,Acticarp 50 mg/ml Solution for Injection for Cattle,32742/4005,Carprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
437,Florgane 300 mg/ml Suspension for Injection for Cattle and Pigs,34534/4000,Florfenicol,,POM-V,Suspension for injection,Antimicrobial,ml,300,Amphenicols,Injection,
464,Tilmodil 300 mg/ml Solution for Injection for Cattle and Sheep,34534/4001,Tilmicosin,,POM-V,Solution for injection,Antimicrobial,ml,300,Macrolides,Injection,
534,Ceffect 25 mg/ml Suspension for Injection for Cattle and Pigs,34534/4002,Cefquinome,,POM-V,Suspension for injection,Antimicrobial,ml,25,3rd 4th cephalosporins,Injection,
1084,Spasmium Comp. 500 mg/ml + 4 mg/ml Solution for Injection ,57446/4005,"Hyoscine Butylbromide, Metamizole sodium monohydrate",,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
78,Magniject 25% w/v Solution for Injection,02000/4129,Magnesium Sulphate Heptahydrate,,POM-VPS,Solution for injection,Mineral,,,,,
141,Ultrapen LA 30% Suspension for Injection,02000/4133,Procaine Benzylpenicillin,,POM-V,Suspension for injection,Antimicrobial,ml,171,Penicillins,Injection,
322,Adrenacaine Solution for Injection for Cattle,02000/4243,"Epinephrine, Procaine Hydrochloride",,POM-VPS,Solution for injection,Neurological Agent local anaesthetic,,,,,
330,Triclafas Drench 5% w/v Oral Suspension,02000/4247,Triclabendazole,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
676,Albex Advance 200 mg/ml Oral Suspension for Cattle,11990/4060,Albendazole,,POM-VPS,Oral suspension,Anthelmintic,,,,,
155,Deosan Super Iodip Iodine 2% w/v Concentrate Teat Dip and Teat Spray Solution,15985/4007,Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
776,"Ready-to-Use Teat Dip/Teat Spray Solution, 0.538% w/v",21357/4012,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
731,Procamidor Duo 40 mg/ml + 0.036 mg/ml Solution for Injection,22080/4015,"Epinephrine Acid Tartrate, Procaine Hydrochloride",,POM-V,Solution for injection,Neurological Agent local anaesthetic,,,,,
372,Hiprabovis Somni/Lkt Emulsion for Injection for Cattle,17533/4005,"Histophilus somni, Mannheimia haemolytica",,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
375,Selectan 300 mg/ml Solution for Injection for Cattle and Swine,17533/4006,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,300,Amphenicols,Injection,
875,Hiprabovis IBR Marker Live,17533/5006,Infectious bovine rhinotraceitis virus,,POM-V,Lyophilisate for suspension for injection,Live Viral Vaccine,,,,,
877,Startvac Emulsion for Injection for Cattle,17533/5010,"Escherichia coli, Staphylococcus aureus",,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
878,UBAC Emulsion for Injection for Cattle,17533/5011,Biofilm Adhesion Component (BAC) of Streptococcus uberis,,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
829,Carofertin 10 mg/ml Emulsion for Injection for Cattle and Pigs,19968/4009,B Carotene,,POM-V,Emulsion for injection,Vitamin,,,,,
879,"Tulinovet 100 mg/ml solution for injection for cattle, pigs and sheep",19968/5000,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,ml,100,Macrolides,Injection,
68,"Ready To Use Iodine 0.5% w/v, Teat Dip or Spray Solution",21357/4001,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
295,"Super Concentrated Teat Dip, 2.12% w/v, Teat Dip Solution",21357/4011,Iodine,,AVM-GSL,Teat dip solution,Antiseptic,,,,,
344,Kenostart 3 mg/g Teat Dip Solution for Cattle (Dairy),22136/4000,Available Iodine,,AVM-GSL,Teat dip solution,Antiseptic,,,,,
360,Kenostart Spray and Dip 3 mg/g Teat Dip or Spray Solution for Cattle (Dairy),22136/4001,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
416,"Kenocidin Chlorhexidine Digluconate 5 mg/ml, Teat Dip Solution for Cattle (Dairy)",22136/4002,Chlorhexidine Gluconate,,AVM-GSL,Teat dip solution,Antiseptic,,,,,
351,"Busol - 0.004 mg/ml Solution for Injection for Cattle, Horses, Rabbits",24745/4000,Buserelin,,POM-V,Solution for injection,Hormone,,,,,
691,"Pulmovet 250 mg/ml Solution for Use in Drinking Water or Milk Replacer for Cattle, Pigs, Chickens and Turkeys",28365/4012,Tilmicosin,,POM-V,Solution for use in drinking water/milk,Antimicrobial,,,,,
936,"Doraxx 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",28365/4016,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,ml,100,Macrolides,Injection,
369,"Solacyl 1000 mg/g, Powder for Oral Solution for Cattle and Pigs",16849/4010,Sodium Salicylate,,POM-V,Powder for oral solution,Neurological Agent analgesic,,,,,
749,"Emdofluxin 50 mg/ml, Solution for Injection for Cattle, Pigs and Horses",34534/4007,Flunixin,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
886,"Emdocam 20 mg/ml Solution for Injection for Cattle, Pigs and Horses",34534/5000,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
932,Procanest 40 mg/ml + 0.036 mg/ml Solution for Injection for Sheep,22080/4023,"Epinephrine Acid Tartrate, Procaine Hydrochloride",,POM-V,Solution for injection,Neurological Agent local anaesthetic,,,,,
933,"Rifen 100 mg/ml Solution for Injection for Horses, Cattle and Pigs",22080/5000,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
633,Doxipulvis 500 mg/g Powder for Use in Drinking Water / Milk Replacer,36967/4004,Doxycycline,,POM-V,Powder for use in drinking water,Antimicrobial,g,500,Tetracyclines,Oral Powder,
636,"Hidrocol, 4000000 IU/ml Solution for Use in Drinking Water/Milk",36967/4005,Colistin Sulphate,,POM-V,Solution for use in drinking water,Antimicrobial,ml,200,Polymyxins,Oral Solution,
649,"Tudomax, 10 mg/g, Powder for Use in Drinking Water/Milk",36967/4006,Bromhexine,,POM-V,Oral powder,Respiratory mucolytic,,,,,
1086,Procamidor Duo 40 mg/ml + 0.036 mg/ml Solution for Injection,57446/4013,"Epinephrine Acid Tartrate, Procaine Hydrochloride",,POM-V,Solution for injection,Neurological Agent local anaesthetic,,,,,
1087,Procanest 40 mg/ml + 0.036 mg/ml Solution for Injection for Sheep,57446/4021,"Epinephrine Acid Tartrate, Procaine Hydrochloride",,POM-V,Solution for injection,Neurological Agent local anaesthetic,,,,,
1088,"Rifen 100 mg/ml Solution for Injection for Horses, Cattle and Pigs",57446/5000,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
315,"Cyclo Spray, Chlortetracycline HCI 2.45% w/w, Cutaneous Spray, Suspension for Pigs, Sheep and Cattle",16849/4002,Chlortetracycline Hydrochloride,,POM-V,"Cutaneous spray, suspension",Antimicrobial,,,,,
427,Eficur 50 mg/ml Suspension for Injection for Pigs and Cattle,17533/4010,Ceftiofur,,POM-V,Suspension for injection,Antimicrobial,ml,50,3rd 4th cephalosporins,Injection,
284,Cosecure Cattle Bolus Continuous Release Intraruminal Device,18584/4000,"Cobalt, Copper, Selenium",,POM-VPS,Continuous-release intraruminal device,Mineral,,,,,
686,"Doxyveto 500 mg/g Powder for Use in Drinking Water/Milk Replacer for Cattle, Pig, Chicken",19968/4005,Doxycycline Hyclate,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,433,Tetracyclines,Oral Powder,
9,"Apralan Soluble Powder for Use in Drinking Water/Milk Replacer for Pigs, Calves, Chickens and Rabbits",00006/4084,Apramycin,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,999.1,Aminoglycosides,Oral Powder,
163,Fasinex 5% w/v Oral Suspension,00879/4007,Triclabendazole,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
185,Flypor 4% w/v Pour-on Solution,00879/4008,Permethrin (Cis:Trans 80:20),,POM-VPS,Pour-on solution,Ectoparasiticide,,,,,
341,Rapidexon 2 mg/ml Solution for Injection,16849/4007,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
467,Bovocycline Pessary 2000 mg Intrauterine Tablet for Cattle ,16849/4021,Tetracycline Hydrochloride,,POM-V,Intrauterine tablet,Antimicrobial,items,1848.2,Tetracyclines,Intrauterine,
586,Norbrook Deltamethrin 10 mg/ml Spot-on Solution for Cattle and Sheep,02000/4383,Deltamethrin,,POM-VPS,Spot-on solution,Ectoparasiticide,,,,,
228,Bovilis Bovipast RSP,01708/4458,"Bovine parainfluenza virus 3, Bovine respiratory syncytial virus, Mannheimia haemolytica",,POM-V,Suspension for injection,Inactivated Viral and Bacterial Vaccine,,,,,
263,Tectomec 5 mg/ml Pour on Solution,02000/4394,Ivermectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
338,"Pyroflam 50 mg/ml Solution for Injection for Cattle, Horses and Pigs",02000/4253,Flunixin,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
415,Closamectin 5 mg/ml + 200 mg/ml Pour-on Solution for Cattle,02000/4280,"Closantel, Ivermectin",,POM-VPS,Pour-on solution,Endectocide,,,,,
441,Carprieve 50 mg/ml Solution for Injection for Cattle,02000/4295,Carprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
689,Cepritect 250 mg Intramammary Suspension for Dry Cows ,02000/4423,Cephalonium,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,250,1st 2nd cephalosporins,Intramammary dry cow,
85,Masodine RTU 0.54% w/v Teat Dip and Spray Solution,03940/4009,Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
414,Oxycare 10% w/v Solution for Injection,02000/4284,Oxytetracycline Hydrochloride,,POM-V,Solution for injection,Antimicrobial,ml,100,Tetracyclines,Injection,
883,Melovem 5 mg/ml solution for injection for cattle and pigs,28365/5002,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
383,"Tilmovet 250 mg/ml Concentrate for Oral Solution for Pigs, Chickens, Turkeys and Calves",30282/4001,Tilmicosin,,POM-V,Oral solution,Antimicrobial,ml,250,Macrolides,Oral Solution,
504,"Pharmasin 100% w/w Granules for Use in Drinking Water for Pigs, Chickens, Turkeys and Calves",30282/4017,Tylosin,,POM-V,Granules for use in drinking water,Antimicrobial,g,1000,Macrolides,Oral Solution,
665,"Parofor 140 mg/ml Solution for Use in Drinking Water, Milk or Milk Replacer for Pre-ruminant Cattle and Pigs",30282/4033,Paromomycin,,POM-V,Solution for use in drinking water/milk,Antimicrobial,ml,140,Aminoglycosides,Oral Solution,
247,Albiotic 330 mg / 100 mg Intramammary Solution,30282/4035,"Lincomycin, Neomycin",,POM-V,Intramammary solution,Antimicrobial intramammary,items,430,Multiple actives,Intramammary lactating cow,
503,Hipnoton 10 mg/ml Solution for Injection for Horses and Cattle,32509/4007,Detomidine Hydrochloride,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
563,Nifencol 300 mg/ml Solution for Injection for Cattle and Pigs,32509/4011,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,300,Amphenicols,Injection,
231,Bovivac S,01708/4415,"Salmonella dublin, Salmonella typhimurium",,POM-V,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
565,Sureseal 2.6 g Intramammary Suspension for Cattle,02000/4362,Bismuth Subnitrate,,POM-V,Intramammary suspension,Miscellaneous mechanical teat seal ,,,,,
596,"Cefimam LC, 75 mg Intramammary Ointment for Lactating Cows",02000/4387,Cefquinome,,POM-V,Intramammary ointment,Antimicrobial intramammary,items,75,3rd 4th cephalosporins,Intramammary lactating cow,
343,Closamectin Solution for Injection for Cattle and Sheep,02000/4254,"Closantel, Ivermectin",,POM-VPS,Solution for injection,Endectocide,,,,,
657,"Apravet 552 IU/mg Powder for Use in Drinking Water/Milk for Pigs, Calves, Chickens and Rabbits",30282/4030,Apramycin,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,999.1,Aminoglycosides,Oral Powder,
656,"GalluDoxx 500 mg/g Powder for Use in Drinking Water/Milk Replacer for Calves, Chickens and Turkeys",30282/4031,Doxycycline Hyclate,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,433,Tetracyclines,Oral Powder,
517,"Nefotek 100 mg/ml Solution for Injection for Cattle, Horses and Pigs",32509/4008,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
643,Somnipron 10 mg/ml Solution for Injection for Horses and Cattle,32509/4022,Detomidine Hydrochloride,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
830,Doramax 5 mg/ml Pour-on Solution for Cattle,40162/4038,Doramectin,,POM-VPS,Pour-on solution,Anthelmintic,,,,,
699,"Dexamecine 2 mg/ml Solution for Injection for Cattle, Horses, Pigs, Dogs and Cats",41715/4005,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
575,"Oxytobel 10 IU/ml Solution for Injection for Horses, Cattle, Pigs, Sheep, Goats, Dogs and Cats",41816/4000,Oxytocin,,POM-V,Solution for injection,Hormone,,,,,
629,"Calcibel 240/60/60 mg/ml Solution for Infusion for Horses, Cattle, Sheep, Goats and Pigs",41816/4002,"Boric Acid, Calcium Gluconate Monohydrate, Magnesium Chloride Hexahydrate",,POM-V,Solution for infusion,Mineral,,,,,
585,Flydown 10 mg/ml Spot-on Solution for Cattle and Sheep,02000/4382,Deltamethrin,,POM-VPS,Spot-on solution,Ectoparasiticide,,,,,
734,Ketabel 100 mg/ml Solution for Injection,41816/4003,Ketamine,,POM-V,Solution for injection,Neurological Agent general anaesthetic,,,,,
462,"Cefenil 50mg/ml Powder and Solvent for Solution for Injection for Cattle, Pigs and Horses",02000/4306,Ceftiofur,,POM-V,Powder and solvent for solution for injection,Antimicrobial,ml,50,3rd 4th cephalosporins,Injection,
205,Engemycin 10% Farm Pack Solution for Injection,01708/4374,Oxytetracycline,,POM-V,Solution for injection,Antimicrobial,ml,100,Tetracyclines,Injection,
225,Bovilis Rotavec Corona Emulsion for Injection for Cattle,01708/4556,"Bovine coronavirus, Bovine rotavirus, Escherichia coli",,POM-VPS,Emulsion for injection,Inactivated Viral and Bacterial Vaccine,,,,,
347,Ovidown SC Oral Suspension for Sheep,02000/4256,"Cobalt, Oxfendazole, Selenium",,POM-VPS,Oral suspension,Anthelmintic anticestodal,,,,,
564,Noroseal 2.6g Intramammary Suspension for Cattle,02000/4361,Bismuth Subnitrate,,POM-V,Intramammary suspension,Miscellaneous mechanical teat seal ,,,,,
942,Addimag 240 mg/ml + 126 mg/ml Solution for Infusion for Cattle,36408/4004,"Calcium Gluconate Monohydrate, Magnesium Chloride Hexahydrate",,POM-V,Solution for infusion,Mineral deficiency,,,,,
728,Moxidectin (EU Pharmaceuticals) 1 mg/ml Oral Solution for Sheep,39787/4095,Moxidectin,,POM-VPS,Oral solution,Anthelmintic,,,,,
727,Ovimox 1 mg/ml Oral Solution for Sheep,39787/4096,Moxidectin,,POM-VPS,Oral solution,Anthelmintic,,,,,
752,Bovimox 5 mg/ml Pour-on Solution for Cattle,39787/4097,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
989,Aqupharm 11 (Hartmann's) Solution for Infusion,32742/4020,"Calcium Chloride Dihydrate, Potassium Chloride, Sodium Chloride, Sodium Lactate",,POM-V,Solution for infusion,Replacement Agent,,,,,
990,Xylacare 2% w/v Solution for Injection,32742/4036,Xylazine,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
541,"Meloxidolor 5 mg/ml solution for injection for dogs, cats, cattle and pigs","EU/2/13/148/001-003, 008-009",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
542,"Meloxidolor 20 mg/ml solution for injection for cattle, pigs and horses","EU/2/13/148/004-005, 010",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
490,Tilmicosol 250 mg/ml Solution for Use in Drinking Water/Milk,32823/4003,Tilmicosin,,POM-V,Solution for use in drinking water/milk,Antimicrobial,ml,250,Macrolides,Oral Solution,
753,Ridamec 5 mg/ml Pour-on Solution for Cattle,39787/4098,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
754,Unomox 5 mg/ml Pour-on Solution for Cattle,39787/4099,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
756,Moxodex 5 mg/ml Pour-on Solution for Cattle ,39787/4101,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
952,Tribamec Duo 50 mg/ml & 1 mg/ml Oral Suspension for Sheep,39787/4134,"Ivermectin, Triclabendazole",,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
10,Duphamox 150 mg/ml Suspension for Injection,42058/4043,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
37,Duphatrim IS Injectable Solution Trimethoprim 40 mg and Sulfadiazine 200 mg Solution for Injection,42058/4048 ,"Sulfadiazine, Trimethoprim",,POM-V,Solution for injection,Antimicrobial,ml,240,Trim-sulph,Injection,
229,Rispoval Pasteurella,42058/4128,Mannheimia haemolytica,,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
157,Rispoval RS,42058/4129,Bovine respiratory syncytial virus,,POM-V,Powder and solvent for solution for injection,Live Viral Vaccine,,,,,
631,Versiguard Rabies Suspension for Injection,42058/4194,Rabies virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
74,Kloxerate Gold DC Intramammary Suspension ,42058/4201,"Ampicillin, Cloxacillin",,POM-V,Intramammary suspension,Antimicrobial intramammary,items,900,Multiple actives,Intramammary dry cow,
599,Ubropen 600 mg Intramammary Suspension for Lactating Cows,42810/4000,Procaine Benzylpenicillin,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,342,Penicillins,Intramammary lactating cow,
607,"Colfive 5,000,000 IU/ml Concentrate for Oral Solution for Calves, Pigs, Lambs, Chickens and Turkeys",43173/4000,Colistin Sulphate,,POM-V,Concentrate for oral solution,Antimicrobial,ml,250,Polymyxins,Oral Solution,
655,Qivitan 25 mg/ml Suspension for Injection for Cattle and Pigs,43173/4003,Cefquinome,,POM-V,Suspension for injection,Antimicrobial,ml,25,3rd 4th cephalosporins,Injection,
693,Elivec 5 mg/ml Pour-on Solution for Cattle,43173/4006,Eprinomectin,,POM-VPS,Pour-on solution,Anthelmintic,,,,,
502,"Aftovaxpur DOE Emulsion for Injection for Cattle, Sheep and Pigs",EU/2/13/153/001-850,Foot-and-mouth disease virus,,POM-V,Emulsion for injection,Inactivated Viral Vaccine,,,,,
594,Bovela Lyophilisate and Solvent for Suspension for Injection for Cattle,EU/2/14/176/001-016,Bovine viral diarrhoea virus,,POM-V,Lyophilisate and solvent for suspension for injection,Live Viral Vaccine,,,,,
600,Zulvac SBV,EU/2/14/178/001,Schmallenberg virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
66,Combivit Solution for Injection,02000/4118,"Ascorbic Acid, Nicotinamide, Pyridoxine Hydrochloride, Riboflavine Sodium Phosphate, Thiamine Hydrochloride",,POM-VPS,Solution for injection,Vitamin,,,,,
241,Metricure 500 mg Intrauterine Suspension,01708/4316,Cefapirin,,POM-V,Intrauterine suspension,Antimicrobial,items,500,1st 2nd cephalosporins,Intrauterine,
709,Combiclav Intramammary Suspension for Lactating Cows,02000/4424,"Amoxicillin, Clavulanic Acid, Prednisolone",,POM-V,Intramammary suspension,Antimicrobial intramammary; Anti Inflammatory,items,200,Penicillins,Intramammary lactating cow,
938,"Vetdrax 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",32509/4032,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,ml,100,Macrolides,Injection,
988,Aqupharm 1 (9 mg/ml) Solution for Injection/Infusion,32742/4019,Sodium Chloride,,POM-V,Solution for infusion,Replacement Agent,,,,,
980,Ketexx 100 mg/ml Solution for Injection ,36408/3000,Ketamine,,POM-V,Solution for injection,Neurological Agent general anaesthetic,,,,,
113,Advocin 2.5% Solution for Injection,42058/4001,Danofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,25,Fluoroquinolones,Injection,
209,Autoworm Finisher 6250 mg Pulsatile-Release Intraruminal Device,42058/4008,Oxfendazole,,POM-VPS,Pulsatile-release intraruminal device,Anthelmintic,,,,,
149,Dermisol Cream,42058/4035,"Benzoic Acid, Malic Acid Anhydrous , Propylene Glycol, Salicylic Acid",,POM-VPS,Cream,Antiseptic,,,,,
279,Duphalyte Solution for Injection,42058/4042,"Calcium Chloride Hexahydrate, Magnesium Sulphate Heptahydrate, Nicotinamide, Potassium Chloride, Pyridoxine Hydrochloride, Riboflavine ",,POM-V,Solution for injection,Vitamin; Mineral,,,,,
311,Crovect 1.25% w/v Pour-on Solution for Sheep,00879/4017,Cypermethrin Cis 80:Trans 20,,POM-VPS,Pour-on solution,Ectoparasiticide,,,,,
31,Dectomax 10 mg/ml Solution for Injection for Cattle and Sheep,00879/4199,Doramectin,,POM-VPS,Solution for injection,Endectocide,,,,,
30,"PMSG Intervet 5000IU, Powder and Solvent for Solution for Injection",01708/4309,Serum Gonadotrophin,,POM-V,Powder and solvent for solution for injection,Hormone sex,,,,,
294,"Bovilis IBR Marker Live, Lyophilisate and Solvent for Suspension for Cattle",01708/4618,Infectious bovine rhinotraceitis virus,,POM-V,"Nasal drops, suspension",Live Viral Vaccine,,,,,
319,Scabivax Forte,01708/4584,Orf virus,,POM-V,Solution for injection,Live Viral Vaccine,,,,,
297,Orbeseal Dry Cow 2.6 g Intramammary Suspension,42058/4092,Bismuth Subnitrate,,POM-V,Intramammary suspension,Miscellaneous Mechanical Teat Seal ,,,,,
298,"Metacam 20 mg/ml Solution for Injection for Cattle, Pigs and Horses","EU/2/97/004/007-008,014-015,027-028,031-",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
327,"Premadex 1% w/v Solution for Injection for Cattle, Swine and Sheep",05653/4203,Ivermectin,,POM-VPS,Solution for injection,Endectocide,,,,,
379,"Fasinex 240, 24% w/v Oral Suspension for Cattle",00879/4006,Triclabendazole,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
334,Enroxil 100 mg/ml Solution for Injection for Cattle and Pigs,01656/4019,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
335,"Enroxil 50 mg/ml Solution for Injection for Calves, Pigs and Dogs",01656/4020,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,50,Fluoroquinolones,Injection,
331,Reprocine 0.07 mg/ml Solution for Injection for Cattle and Pigs,08007/4151,Carbetocin,,POM-V,Solution for injection,Hormone,,,,,
769,"Tulazzin 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",52358/4000,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,,,,,
1,Chorulon 1500 IU Powder and Solvent for Solution for Injection,01708/4301,Chorionic Gonadotrophin,,POM-V,Powder and solvent for solution for injection,Hormone sex,,,,,
2,Micotil 300 mg/ml Solution for Injection,00006/4093,Tilmicosin,,POM-V,Solution for injection,Antimicrobial,ml,300,macro,Injectable,
392,Nuflor Minidose 450 mg/ml Solution for Injection for Cattle,01708/4541,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,450,Amphenicols,Injection,
403,Bravoxin 10 Suspension for Injection for Cattle and Sheep,01708/4585,"Clostridium chauvoei, Clostridium haemolyticum, Clostridium novyi, Clostridium perfringens, Clostridium septicum, Clostridium sordellii, Clostridium tetani",,POM-VPS,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
393,"Luxspray 50V 0.5% w/v Teat Dip / Teat Spray, Solution - Ready to Use",01808/4017,Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
394,"Sensospray 70V 0.74% w/v Teat Dip / Teat Spray, Solution - Ready to Use",01808/4018,Chlorhexidine Gluconate,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
8,Betamox 150 mg/ml Suspension for Injection,02000/4071,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
5,Norodine Bolus Tablet,02000/4079,"Sulfadiazine, Trimethoprim",,POM-V,Tablet,Antimicrobial,items,1200,Trim-sulph,Bolus,
456,Premadex 0.8mg/ml Oral Solution for Sheep,08749/4029,Ivermectin,,POM-VPS,Oral solution,Endectocide,,,,,
386,Levamole 75 mg/ml Oral Solution,08749/4038,Levamisole Hydrochloride,,POM-VPS,Oral solution,Anthelmintic,,,,,
391,Norocarp 50 mg/ml Solution for Injection for Cattle and Horses,02000/4277,Carprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
871,Tulaven 25 mg/ml solution for injection for pigs,15052/,Tulathromycin,,,,Antimicrobial,,,,,
874,Zeleris,15052/5026,"Florfenicol, Meloxicam",,POM-V,Solution for injection,Antimicrobial; Anti Inflammatory,ml,400,Amphenicols,Injection,
36,Flukiver 5% w/v Oral Suspension,00879/4180,Closantel,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
671,Repose 500 mg/ml Solution for Injection ,41821/4042,Pentobarbital Sodium,,POM-V,Solution for injection,Neurological Agent euthanasia agent,,,,,
303,"Advocin 180, 180 mg/ml, Solution for Injection for Cattle",42058/4000,Danofloxacin,,POM-V,Solution for injection,Antimicrobial,,,,,
174,Clamoxyl Ready-To-Use 150 mg/ml Suspension for Injection,42058/4016,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
367,CIDR 1.38 g Vaginal Delivery System for Cattle,42058/4012,Progesterone,,POM-V,Vaginal delivery system,Hormone sex,,,,,
